date,type,user_id,stars
15/09/2008,review,0Jbwi-38gafiegreugqeaA,4
23/11/2008,review,e5Ga90pFpQFhEe_vKlyhkw,3
28/05/2012,review,uMTrZsAO-U1IXZeMDo-U5g,4
06/01/2010,review,RcLZ4nWKbVnrNHMQKk07AQ,3
21/06/2011,review,S1EvUj_NI7bjFhjLSZDhxA,4
12/12/2012,review,OcKg7311fpbZAP53cGd01Q,3
15/03/2012,review,FgTpNPkTfwm4ILPreidgFQ,5
29/05/2012,review,sKoWTT0MbmAnFJkKGU-BHw,4
27/02/2010,review,A1K4jqhMOPuCYJZcmmSWLg,5
05/04/2012,review,R5i3jMW0vl2VLbRXyWdLnQ,4
07/08/2009,review,AHrqKpT07lviBm5PWtJwFQ,4
16/03/2010,review,UPmCFEhZwAKOX2__tYgxRg,1
08/10/2008,review,TaLnv40D99JimeXXt89-oQ,4
08/09/2011,review,r1zdRc_ZfYqu16BB6TlMdw,4
27/10/2010,review,-3j0mEzgdl57_PKfnmw3wQ,5
29/10/2008,review,9IoWmskJG2sz7hEFAfqV3g,4
10/02/2011,review,HQUI88wG-rKVwGuMkuhZZA,3
23/11/2012,review,IMvkZV_IRuPohmSW7VcGPQ,5
10/09/2010,review,s_Axvp77G4vYn-l86Y9qrg,4
15/08/2009,review,_Bqoydi_j47Nwj5eQS7QqA,4
29/08/2011,review,QKwo9xyYIiI6gdbCnFCKhA,4
04/08/2007,review,cq4ZcJwr-MUYgxLuWElA2g,5
28/08/2010,review,p95EFdew2gfMyJhC0IS2Nw,5
03/08/2011,review,7kWWBMZnuesf4osMqvxHtg,4
03/02/2012,review,IXEe6N49j-pY85wy9qkcFg,5
15/06/2012,review,90K80SYtVN-blK3FrNqPNg,5
01/07/2010,review,QhRnY1Rz-zvsY66mgrW2sw,4
17/04/2008,review,7tg3X6RPdDYiyracX4YIuw,1
09/12/2011,review,AOTSm0ttv6VTWYTHkOdSnQ,1
11/10/2010,review,in3jn5j13n51jn35k2j2jn_j5j55T,5
01/08/2012,review,kHmQ4IJQGm7dOfOtSGrhnQ,5
28/06/2012,review,5mWSXhdN8k6ZrTIWCBzD6w,5
28/03/2011,review,MAcuAxaVOW7e7wg-phyUZA,4
01/11/2012,review,wZHpYsC1p07_zf6Grz8qrQ,5
16/02/2011,review,GIQgTbUtJQaxefMg-Q2n8A,5
17/08/2009,review,RaWAU0yBTffXrOzPRAEnWg,3
27/09/2009,review,viX90WUMQ_jRTK_FTQYszw,5
30/05/2012,review,hUIEsrEvC5L-0B45_8bMtQ,4
23/07/2010,review,lJBRh-p_pYQ_xXmw3aqV-w,2
10/07/2010,review,09WZtQfWc2PO5LQ-uuUoag,2
10/04/2009,review,2RYm11CFei503KuwXihT6w,2
23/04/2011,review,fgEMK0d0upxfalu9JFOYTg,3
17/08/2011,review,pFZNL92ukdwwBUfxd1kD3w,4
27/03/2007,review,exAq-cDua-q--O0TfaEtig,4
26/10/2012,review,3x9UyudXapyrSJvNa-aPrQ,4
23/12/2011,review,xNPp5mEWC5EzUbu4fB2RPg,4
15/12/2011,review,Yn2priuHe62bh0IhqG68LA,5
29/08/2008,review,g2Pwq4ou4YW06jhPNM1o5w,4
09/04/2012,review,K_30eA1aj9scDye5f67XwA,5
16/08/2012,review,M_1QFMdFgnp89R8o0jUqxw,5
03/02/2010,review,s1dMa-5CkwBQtWoedfXPdg,5
09/07/2011,review,ycqONNW2e-9wlmeI4PrtVA,4
10/09/2012,review,mfx1mMlppwU3Yz7wChT0eg,5
25/05/2010,review,2CkKyoydZDVLr4jHIWrcDg,5
18/05/2009,review,hxWDhtiM9KTvRfXGOlIDpQ,4
06/12/2012,review,7asKG4Bt_PXDE_5SZ1TxFw,3
18/07/2012,review,Ny3ex7Iu7l_ScfwsYMgpuQ,2
08/10/2011,review,08d24-DGFhaGVqkI6TaqQA,5
23/06/2012,review,dzAwZL5AELxjhlP0fm7foQ,1
11/01/2009,review,tB1IkP_HQyNeFVl_VJYFCw,2
20/05/2009,review,nFGjVwIcpNi98KBzpUmF5A,4
16/06/2012,review,bw7qfhQvm6JFo-G_gChl5Q,4
13/12/2007,review,LqkM8dWx3tnUnmWkrh6B0g,4
06/09/2011,review,F1k3kZgBBm2YMAY_5Mrqig,5
17/05/2011,review,uxGRX_l3OgbAtBjUP9qu3g,2
05/07/2011,review,EnIeH7-Chvf2RKj3q2EHcg,4
11/08/2011,review,ONeZqYTFWlmq99DgFeABEg,1
20/10/2011,review,BuEbV3okQCWocCBYODgw_Q,3
03/02/2010,review,ZLhToDLEyZmXZ40bh87XzQ,5
30/10/2011,review,g1lY9x17jjc0MG304MTspw,5
19/06/2011,review,763n3ZAZvik0NhSJR-pB9Q,5
18/10/2010,review,djv9d94qGF4ego_N41-I9A,1
18/06/2012,review,XE-YKyZ61oBfluP-XVddCw,3
27/12/2011,review,pY4QTKUcH6bpBtl4yeOMaw,4
15/05/2010,review,TbhbsMrRtLijF7sysHELVw,4
07/09/2011,review,yTkQwtKPDj1o4-5c47uFbQ,3
13/03/2011,review,VWhQ07IB_VvCTQJL0uEt-A,4
09/10/2011,review,O8bta2G4tjwBYG0KKf9qJg,5
21/12/2011,review,kNsD6Ui-aPIiLYfbilYp0Q,5
24/08/2012,review,OT9779o629UEC8gmI8Fa4g,5
13/07/2009,review,HK_VGoXkZmzmj2yrn8c_yA,2
30/04/2009,review,x6b0jru4OlUzfzeoNxvZEg,5
28/03/2011,review,n-MKaPksVzxBoTlda0gYzA,5
21/01/2009,review,fZ6ktQYONjrOcK4SjTxS8w,5
31/08/2012,review,vz4xCCersFRfDXl2qhvAWA,5
27/05/2012,review,1CjzOocxElDQfpRkap2fcA,5
11/07/2009,review,uRRbRj5f7E0cfw6X4sDhGg,3
31/10/2010,review,ZTEuHLTnuP4WzO3k3KE58g,1
11/01/2012,review,9kM1TcS3XWOYxe6-rYZ0PA,4
11/03/2007,review,rKVjF9XlDfW_mIf_n-VrIg,5
05/10/2011,review,Wv2aN1KONDstohMR_lWWzw,5
25/11/2012,review,in3jn5j13n51jn35k2j2jn_j5j55T,3
09/11/2008,review,aGjSwMpcgnjeAvIA3NF9Wg,3
08/09/2009,review,jwaLD-4EJdk_mVIRZWP5ZA,2
04/03/2007,review,_2FCV5-xP7TdHmRS3mmV1g,2
18/07/2010,review,u9flSRrKJbLJu1cLLhVGWw,4
20/08/2010,review,yeMNAZKxXf4T2MgBMYAH4Q,2
10/03/2010,review,6WkUEkK28o0eQN_u5BmSJg,3
20/04/2012,review,pibxf3JHyWa1CDmU1ykasw,2
26/04/2009,review,O2szBGfOjIx0Gxqft0tk3g,1
31/07/2011,review,2AqetcqrCB8wINZEMGUPNw,2
01/03/2010,review,22EzOvEVs0U1nxbBx5z8EQ,5
21/01/2009,review,_ZlHhTIn0aN-1AQvz6aeSA,5
04/03/2012,review,jF1iUovQfBtIsQcQFhevyg,3
22/03/2011,review,2M_blXbHIPct5HT11gEhSg,4
06/12/2012,review,z393huZItap6YIZVcofLyQ,4
27/03/2009,review,L3vNlx0BnuyL7QgHJJfVbA,5
23/03/2009,review,rDD8usjaBlaMk1-vSWMxXg,4
08/02/2011,review,c6le-YGgkN24XCxupfHIdQ,5
28/10/2008,review,d9X2rr2pTxaDwJ2H59zaNw,4
25/05/2009,review,Ug5Wzg4LNZe9t5qYXE02AQ,2
16/07/2012,review,M7fqSgapGomLM7cha4j7VQ,5
28/04/2011,review,tk2QSeGvq7iOASVnNqmU_g,5
14/02/2008,review,lsMdJrQXcs_0EMvRD8w8tw,5
13/12/2010,review,aTFGLkEPU4UPhP-PTY7WbQ,1
12/03/2008,review,5KNRveSLv3bPAsyc-32JHg,5
13/02/2012,review,vKOGdefx0bpG_EYe1q8XNg,2
27/12/2012,review,in3jn5j13n51jn35k2j2jn_j5j55T,5
05/05/2012,review,vTWa1SoHKt2HYWsIq5u08Q,4
20/12/2010,review,zJK2nPkflDAeb3sUwwgkaw,1
22/11/2010,review,q4yypayig8V8lO3Qg7rb2w,5
22/01/2012,review,r2QA2-FuQk1Cn-WwQhBSzw,3
18/04/2010,review,U3ZZ062j281VOBeCHEEHhQ,4
12/03/2011,review,FjpbxGCp0xhnZi4Ta4tRSA,4
17/12/2011,review,2Lvtmi4k4HmEnqcHSSnTzw,1
10/03/2009,review,Bpm3X6HGMzKH_xTcN52gVA,3
19/03/2012,review,8fQX6iyf2GH2Tmy_69iN1g,4
29/05/2011,review,1tXqchOF3_3Vhp-ksT9a6A,3
20/08/2012,review,IIS5XNEHS29IVEV_QYoxIg,2
07/11/2008,review,cUHSkzxw7yyZsp4V0TsJKQ,5
31/01/2009,review,gCwZvHa_j4Vppn8aa8hjdA,3
08/07/2008,review,vd_CtmjAoC8E5ax0PNqk3g,5
21/04/2009,review,N8d7fWRRU5Y4lkYT7k_2qw,3
15/02/2012,review,fBiJ5uefZEDIivBGJgVUlA,4
20/04/2010,review,tMLsmKEgbprLQ2DVCxejUA,5
12/04/2012,review,niMmA49Z07G1T-h5Gea4tw,5
07/04/2008,review,julrXc7fBvyCa0Z8xJKkRg,4
22/03/2010,review,00lByKsp1MLHSciAflZSmw,5
26/12/2011,review,xd0M51RYiFXDMeebWa0TdA,1
25/07/2011,review,5o3cR2uPme47EXiqBsTU6A,1
29/01/2011,review,wxJbkvhNEu0O9ghfFPE8nw,4
25/06/2011,review,Pm7nvkGDpDDXYWQ7TDg2HA,5
02/07/2011,review,OxvQeuyvUrEOUvpaSCo2Iw,3
17/11/2011,review,8rN8-3-ggG5dda2xOKnIsg,2
07/08/2011,review,8VN65nUBl22-g81bcSeLDA,4
16/11/2007,review,NJ_kBNIQG6vSNBnrWxEyoA,3
23/03/2010,review,2ZBIhY405zvsqbZPQM9gsQ,4
08/07/2008,review,2M3EkRUj-88W23ZmFO6Zzw,5
16/08/2008,review,Fd_7VBAR07qGHwLiMZstRA,2
10/03/2010,review,nwDD285137wq3aaJr0Reow,2
29/01/2011,review,Kf2uRhhbjaGvNhkAmGd1dQ,4
20/07/2011,review,9DPZSubMwYAsmnK5ui50Zw,4
25/12/2011,review,LYtKdDmGDn0flUKCXlLdyA,4
08/03/2012,review,PvrzzBYNlTWmz0gKyvazEg,2
22/12/2010,review,wM199bUIqy-2w0je2L5Ojg,5
19/08/2010,review,74itj9az8k89zAGypfX4dg,1
16/12/2012,review,HD4qbc-7eGyXAUYnXdb0Sg,3
09/08/2012,review,2ZhNA-xTjlr7RNwZpM5lqg,5
12/12/2011,review,QUxMPdPKpAYreYTHI80LUA,3
18/02/2012,review,1ShyhjZOoavLH7LArfKwmA,2
01/07/2011,review,Ve5yd9rFYUtjHoAsqs-29Q,2
07/03/2011,review,oYwWCGdemEwokONQWvRKyQ,5
25/05/2010,review,PIPXQ9N0ihcdd3xeaXdVcA,2
05/11/2008,review,GUdj_ur2gIyIOKN6EMlgNA,3
28/09/2009,review,hIgF92olv5yRUdIvWJu0zA,1
02/11/2012,review,nhUvXrVPXxZhJ1xh3uH2pg,5
06/11/2010,review,q35wX6JC_tc3VyYeC9ULXg,5
27/09/2010,review,Aig77qNnNFDKFLiML6F5pQ,4
06/02/2012,review,cePaDdq4KrlFJTOsn37TDw,4
15/07/2009,review,2t0mrli1ozlp6dpe9tTfwA,5
30/12/2008,review,Wj9hXcWxlVi2TGAfU8tpcA,5
05/07/2008,review,z57cHVF0wrQlFsCLcGQ8oQ,5
14/09/2011,review,x6isAcCQ13ITojUY3Enzhw,5
10/03/2011,review,fu075k8dTKAQaBKAGSNuFA,4
17/09/2012,review,LLMEBVFBVYem9MX8NvK0Fw,4
28/07/2010,review,Duh0LdoFedFNUAQH0z7mgw,5
21/12/2011,review,fTwKSY6PnO9dEr5AnpIdbg,4
27/11/2010,review,aGsE6UcZ4T3CTlo5P_rMtw,5
01/02/2012,review,7IYLYBTRrpvpIz-uC8wkfA,5
11/09/2012,review,tq-wwW15BvELO34P0wNqpA,4
14/10/2012,review,GTL4WBj1peHUgHaBUgrsgA,5
24/08/2011,review,GvMTOOFBzGjIkbfdzC4YSw,4
17/04/2010,review,vNlxlaz9qwj8VCYV0H_rVg,1
08/10/2012,review,8kOvjFsHRFc4kcLDit489g,5
29/04/2012,review,BNcZZkyxTDMrGnCvpOTnQg,5
23/03/2009,review,vDUFw4zYIF-uxbUONBFDSw,2
16/09/2009,review,XfPv2QYkGyUoJrn7GruWjg,3
30/06/2010,review,4-sDDVjEbdFaybDoER1K_w,4
01/03/2010,review,RXpMSFNuTfVMEvBE_k74xg,2
25/03/2010,review,yihQlrlE0Hw9CFnC60w_qQ,4
22/01/2008,review,Q6mdVTEOjIL3ZE3jRrxAWg,4
27/09/2009,review,GxsKp9Xa4hC2T7iAy7A6Kg,4
19/02/2012,review,WHo_1gd9tEKUD8E9l_9fhQ,5
16/10/2012,review,4bQV2vZy3aHcg65G2iaBmA,4
08/08/2012,review,7YZfA6cRVhvxuRZvKr9Q8Q,5
23/03/2011,review,lhzsqdaoq3Jpeov9N2ewkA,2
01/06/2011,review,yBBF4WOOjpRuFBte9zx1lw,3
22/08/2012,review,kupytM_bndQwNuR482KxQQ,5
29/12/2010,review,93ap2c64RAbxONxvA51cyw,4
28/08/2008,review,sksXE8krD3WvqSOhtlSUyQ,5
29/03/2012,review,INkSw_fUeF1VyFQYCraAHQ,5
21/07/2009,review,SOMcKk6XBy9fRwxtZUGZyQ,5
17/02/2012,review,SjWAYNV79iT-j6NSUS1Rcw,2
03/08/2010,review,iGus6wCenfh62PVeQrVcVQ,1
18/06/2012,review,Rzorh-nPKORglooFK3i4ig,4
12/06/2011,review,SLd_mXX26a5z3q9cSJ8eXg,4
20/08/2012,review,SANIRivZOgHZKu5CCFB_9A,5
03/05/2010,review,14kJj0ogLI1C0tQ1bakdQA,3
24/06/2012,review,4k-ro-KmZiQw3xvRS5rHZw,4
31/03/2009,review,LYT2pgW50hez3C-GUbc7Jg,1
23/11/2011,review,ayfcmgfmkqmjr8sO0Iqsuw,4
18/06/2012,review,Vv3NJShznZTFJq8-6VKNfw,1
27/08/2012,review,R4aFJ8B1e4aSPge-vFHvjw,4
02/11/2012,review,YDGhV4Lakr4TDElnwvfy2w,5
20/04/2011,review,emhHChKwAwRT0gm20hpXjg,4
03/09/2012,review,wgDOy_o_T8qJUpFfH1eATg,5
17/02/2010,review,lXVF7nz1SdwRp3DW8zqnkA,5
28/02/2010,review,F21FB1A_XHfpvSdZPRo2Ng,5
03/08/2008,review,TJQ1R5b7qku-r7Ps6ew9Bg,5
20/06/2011,review,vbrsS_wrWA5VTe-85-jALg,5
31/01/2011,review,txYVk8AjUrNhAQuFBk4eZg,3
22/02/2009,review,9hldnPtKmCgVRA9Ro1L7dQ,5
21/04/2011,review,Rfwj9pFfFejwr25d2buyRg,4
24/04/2011,review,DfsdM_qT6kyzRa2MpfeuSA,5
18/07/2012,review,pWGoMHOn51voA10_2fO4Sw,1
18/03/2011,review,CWHbKK73_ejiG1IWRbwkHg,5
12/03/2011,review,ku_VObOYfuJ-qVB72KLFhA,5
15/06/2008,review,n00HCW6_X4U0esmFO_BbAw,4
04/07/2012,review,gIbRhmD67FQpO1PJRlOZlg,5
13/02/2011,review,4aqWnxcqh6C6lCLS7ZvlFw,4
16/11/2012,review,uvMlcMqLzLaHssmFSdLkVA,3
06/02/2012,review,vdfCSIa3KfwbgW9ytZxn4A,5
01/09/2008,review,xOuqhNoA1Ol6BWYLUINQyg,5
05/08/2010,review,XdAtb3hIzydAmzdFy0Ubyw,5
12/06/2011,review,QHYmiInNzmfYUdzj1U9B0w,3
28/11/2011,review,DXUAxm3Bw02tvdrdM5oxLA,5
29/03/2010,review,50kriCKOYEL6SXII96zs-g,4
07/02/2011,review,ZgeVTjlTQYZsoI5pfVnYZA,4
03/01/2012,review,0SK9ESvxPiBj-tLvwvAFgg,3
06/02/2008,review,YaE6ACqodfbnR7TvRw_D3A,4
29/01/2011,review,_b1OxYRklzmXxpbq4Wku1g,5
27/03/2010,review,El1LXGcbyEZIalC-c9ydSQ,3
24/12/2012,review,ZUJaQ2OEfduzN3Xkq8WMgQ,4
21/04/2011,review,EEPXlNaADR8wqmoiOHMYvQ,5
01/09/2009,review,rVk-_YJi0liaSoUyJkPgEw,4
17/01/2010,review,3uoZItEtW2WGjmYT-u-t-Q,1
18/04/2011,review,8UagcGX7JLewBcKhufv1Ew,4
23/09/2009,review,ahYBLDytup64H0br4tlZpg,4
18/11/2010,review,t_aMvbqbr4T-TkxSm_8uVA,4
07/10/2012,review,pS91RgbLkwWvVfUtSmTpEw,4
11/02/2012,review,WOPagb46YqI008S9C_vsmg,4
25/10/2009,review,8kSRYat9LZwyNQsPMBfaNQ,2
28/02/2012,review,HD1nAo1VffZZoUQH1ra5WA,3
13/12/2012,review,YQZ5QlvnE284x-sa1RM63Q,5
24/06/2011,review,cANlH55ZBvFRzQ7A4iVwBw,5
18/07/2008,review,xytGQSaiuV7ghZZgoWqQYg,5
01/03/2010,review,09wV2L_fgTAqe-m68BP_Lw,2
28/04/2010,review,OmpMaKVUXTnybZQ1baiydQ,5
21/01/2012,review,KHj__WuHNdc15jFegl3u7Q,3
16/04/2012,review,2aKJbAw_cjl8WKhSyh5MqA,4
22/07/2012,review,5Qh7s5q5RoHPZYHUh1faUQ,4
16/07/2010,review,dmKG6jTJx41xZUUVYHihSA,4
19/07/2011,review,r4uTWH1905nfE4ZVp9lvIg,4
14/07/2008,review,IDFpYyXoCUVLvdIv7Wi1mA,4
14/10/2012,review,6wpACpeWHrucwsciJZYljw,4
21/11/2011,review,bNEamJDVe7MzNSVtPRXx7Q,5
02/08/2011,review,6Hcj5bOyAsqqNoPDAPdaLg,4
19/08/2010,review,Ac0rdOM6YSbb_yI458J0bQ,5
13/08/2011,review,7lBp1WB1V3rQU6fxmkUdyQ,2
03/08/2011,review,jX14ytUgnYN33L5NCcMrmw,4
29/10/2010,review,PKb8uHXaqMUg8Lt85g7OnQ,5
16/05/2011,review,NNU3SGvUadDMhrjJM9VXKg,5
15/05/2008,review,CRxXw0wWZWKZ-n1RnIUs6g,5
04/05/2009,review,Gp8BXuzWMIDZK9fsYo9PtQ,5
07/09/2012,review,hghI4qb8mDNGko2GSHx3Ew,3
11/07/2012,review,bEUVx138esXExmoY2t0dbw,5
17/02/2011,review,TEjpikAl-hfs5LHjapam1g,5
04/11/2012,review,V2JcAEPTcjHqEexrD5lIBQ,4
05/01/2012,review,AM3fGS96uqfVoK9TP2_s4Q,4
20/02/2007,review,jqjDuUnyshAzGQSIyQwdEQ,2
19/03/2012,review,fXHzQAUjOkOt7Ey10vKfAg,4
06/09/2012,review,mbhXq3Tg4VFOEm3kWpdhvg,5
12/08/2008,review,xcGov-ej12psx--6WmQVhg,2
06/01/2011,review,XJEyJwH3GIkfNP-Voy-8gQ,5
28/06/2008,review,mrQDzovhhj5CPfHe2IeeKg,1
06/09/2012,review,NiYiXSGSMqd_JehbwG7txA,5
28/07/2012,review,2eYqEetOoqE0sfZ7l5ruHg,5
08/05/2011,review,1AqE_z07w-kufK2wYA245w,3
07/09/2008,review,Zq-p1AU512qs0tHDjB_0mw,4
21/06/2012,review,o95pGHKcvdzhor3au9M1ng,5
24/04/2011,review,xRB_UlukHW8Na6agxVHPEQ,5
10/06/2010,review,nRpDYEtOhbXL2AISgF-8CQ,5
10/09/2011,review,18gOxMXn3FHwzlx4dGAonw,4
25/01/2011,review,l2wR_gIHCfL8Id_PG6fLqg,4
16/09/2012,review,Apmt0bquoBr47PjWFUx1lA,4
05/09/2012,review,qXSvJMsgP9c6BBZuxNbaxA,2
11/04/2011,review,VmlUmx2xl6o7bkFuBa_zmA,4
02/06/2010,review,ZfEemRGcK5n1rCaRyNnjCw,1
22/01/2011,review,us79WZcTQ5lH_EticmhReA,4
19/01/2009,review,KsWX2prP6L6BopYqpxP3pw,4
06/11/2011,review,dn2T5q5s4JTef4F31e-hkg,4
13/04/2010,review,YlqYJjUepiBlZV6GveWuRg,3
14/03/2010,review,xVsnBJTFX-BsjJKi0yoMtA,5
29/04/2012,review,nG1b-1CxsE_ir-s4k6m0Bw,5
14/07/2012,review,_qTKFI_sRXSZ_D5m9sJ76A,4
25/05/2008,review,iXiDZ0_T29qzmGkhhj1izA,3
27/10/2011,review,_6LWiRnz0RgKwlhf9eQ-fA,3
21/11/2011,review,SLQ_A2o9wQHAMYcnuFZTvA,5
20/06/2011,review,HHvUn1TB9XjtvL7qxWT7yA,4
10/07/2011,review,9qnmcoT5rsap2O6-MCPfbg,3
18/05/2011,review,cNIaPe1Cg4uHfEfa3meiWA,4
10/06/2009,review,MfsiHiRvjITx6PN5dF0SKw,3
06/12/2012,review,gZFxtexyA9cCxDVy7z8pCQ,4
20/05/2008,review,CWyyvYCV-wzDjJVGbk5Mtg,4
22/02/2011,review,oC3NTNCTczDMrYQeTQO0Hg,4
19/08/2011,review,Q4xhIcWf9gqlmQsEcIRclw,4
29/10/2011,review,Kd53qk6QX2RxL8wt7GfB2A,5
15/10/2010,review,P9eUtYCx4TQCdAwZTd0bpA,2
11/08/2012,review,xnnqQAkpbRx9KrTyPDPmbw,1
08/10/2010,review,d3gYkRfYRlt2NTV-7eVzpg,1
05/09/2011,review,rjFP1FUaabaAzCZMaGYxkQ,4
10/09/2012,review,EqwQIojP46MwQVAwHpUrNg,2
25/11/2007,review,SC1ekCmjhYXbCvp1GBWAdg,3
06/06/2012,review,VNRLp4NtaMJ5j5eEhqpWgQ,4
02/01/2012,review,z-7knCp-Roz694OZwAPcKw,5
14/04/2008,review,l9xhdOFY4MerjyzXIVa7xQ,3
27/05/2009,review,krz0GyZJ1HaGfzrGjnbF6Q,5
12/02/2010,review,G7f_vWLGMfkDenOTmamd9A,4
16/06/2012,review,SZ3vNmTgzm-NbDDBDjt7zw,4
20/07/2009,review,flpiiXKS4JmP6Yw5PLgj2w,4
23/09/2012,review,EducGFK7bq0xWhdHLsd32w,1
14/07/2009,review,m8JBuwO7H5M6uv-_1pNgbw,5
27/04/2011,review,cnRKlXHSE0k8Ro7dHa94Cw,4
09/02/2012,review,qqHCqpE3dDnjFG9fA3MSHg,2
01/04/2011,review,aeXZGKD0_pgnHyZKxYU45w,2
19/08/2012,review,DufvlO5HC_GD2Y8PHidILA,1
24/04/2009,review,OHQj2xhSKlbL8nnNV5U4Jg,5
23/07/2010,review,6wFkP1odFM6CDCgJuX6R6g,4
08/05/2012,review,DEspvhnHjYXGx0RGxU_0PA,4
02/05/2010,review,4sV0vcNO0qyOxwxfbsG3Vg,4
18/12/2009,review,IFc6QJwtfCU20aVqVlmg4w,4
31/12/2008,review,qRVrMDcgEQ2J5p64bWAsNg,3
29/03/2010,review,wdxPFtg7yeGyzTI-CapaqQ,3
07/08/2010,review,2l4P-VEwggoi7S5qELfKHQ,5
23/09/2012,review,yIVAO0dL8iDxoQM5U1pv7w,4
09/05/2011,review,Xf24HAnLyLC-foz_F_SSPg,4
25/03/2011,review,wZnZbXQeUooGnBHHntxBag,5
20/06/2011,review,W-9P2BYSk51_ftA1ho26Lw,2
07/10/2012,review,jui8bGOENuFTYH59aluhpA,4
23/01/2010,review,FPWS5DY5DNNyVl_Duu6cCw,5
20/12/2012,review,Ay15hq7aTzBP_aT7XBNjXQ,5
15/08/2010,review,jhJDITmMgBVoaafrSFPp7A,4
20/02/2011,review,mMR9QwwtDrQ9CBTAYp7pDw,4
15/06/2012,review,aluHwnhLGXIPanqHT9aX9A,5
21/11/2011,review,uioGU4llZCstxsuy37IjuQ,2
03/04/2011,review,Vnr2wuBXEjbLtfQT_XuDSQ,5
12/06/2009,review,yU7W-WFau7IKNL-mu5Eo7w,5
15/03/2010,review,qCx6SePFqACM1CqTyXPpNg,5
11/09/2010,review,LDEj_-lmUw9ug-AQxgitQA,5
10/08/2009,review,Q1XN0L0P5evdBYZZNRUFCw,5
30/08/2009,review,wgEUSAcuqwQbgW90di2YiQ,3
26/09/2009,review,hWMsdIfX662k1b0ZSUKbLw,5
15/05/2011,review,5E9Q7R_vcAAcup3sdbip6g,4
29/06/2011,review,7fRjOosRauMeC2FVE39L-Q,3
07/11/2011,review,8sgxXIKV_t5VzNcmFcU3Qw,5
25/06/2008,review,chnK3AbSFMZ5qCr5H3adDg,4
31/12/2012,review,e4igIkKyhP60FsxRGCUjFQ,4
15/07/2011,review,YAi44VuskGKPPs-Ua8_I4A,5
13/09/2011,review,K-HZAVyZ-m-RO1gUQd3PaA,5
15/03/2010,review,nMr9qXtf8Kb5JGQ79zBSyA,4
25/02/2012,review,Xo90ReVlApKXchqM-hmr8g,5
07/04/2010,review,cJj6img2V3NofgtSmm9LAA,4
17/09/2010,review,fpb28HGGrE_yT234vzWwfQ,5
19/08/2010,review,BZuMZZQxcKlxlAS8pD-FbA,4
28/12/2009,review,JWdWLSE1CYNJ4cF1TSRyHw,5
11/08/2011,review,z3JC3wZkHdw2oyyVfw-JwQ,2
16/04/2009,review,G6YUVoYwRI1sQ6zjWuiFXw,4
04/10/2010,review,v6h1q3YNe3aR-x3Yt0DXmw,5
14/07/2011,review,EDxwfkAZnYJSHSLMnc6FiQ,5
28/09/2012,review,2lw14kNEFhSpiyaxJGgS-w,1
01/02/2011,review,8XD0BW-aU7MNj1sPUUZCuQ,4
04/04/2010,review,m1a8UsK4JqeHo2qsEzrcCg,3
16/08/2010,review,8evfajVpQcxcXftzKyHoPw,2
20/11/2009,review,in3jn5j13n51jn35k2j2jn_j5j55T,2
09/09/2010,review,in3jn5j13n51jn35k2j2jn_j5j55T,3
12/04/2012,review,K6h2ZtsisF5g5gUpMapHUg,5
01/06/2012,review,ok6x_NB3KNDGITLR3bWOLw,5
11/05/2011,review,AhS7wfTI9GxjMsYvQmVbLg,4
30/04/2011,review,3SdwdPIEFdXc2BSZN6VgTQ,4
13/05/2009,review,HlIDj7Xj-rtJ6wELW9WfQw,5
24/01/2012,review,1JwcUYZhkL5Ewpt_yzg3Kg,3
03/09/2008,review,in3jn5j13n51jn35k2j2jn_j5j55T,5
29/01/2011,review,okur9hFc00Qdp-RGiYevfw,4
28/07/2011,review,WbSuagIlBL8t51KhPe31-g,5
15/05/2009,review,vr8VGvLewoq0xkrit2SwvQ,4
03/10/2012,review,5aWP_2EYbIZmtzXCNX2oig,4
07/04/2009,review,PtGXlsu91_otLUudUmM7kg,3
02/04/2008,review,q_xk3xZ1JKwwFZk8HJd4MA,4
30/05/2012,review,nz7rsUgMK6X497NlsNUugg,4
16/03/2012,review,yeJSQXhPe7OK5JjZ8V_QtQ,3
03/01/2011,review,VZA-Ghv3smBenqURzNiCyw,4
29/06/2012,review,pHmpxF9npF7LMIkhGfJ8lA,4
27/03/2011,review,xq1RRWPcda-7oZWihqQU6A,4
31/08/2012,review,Vv0FeEOn7AMmw7iKutmnAw,3
23/05/2010,review,HeHeLUUaJwwkJgPSWLXowQ,2
17/11/2012,review,Y3uVyBwuoydPOBuT72gYaw,5
18/02/2011,review,BkZOHEAVnwTTdbBhcl3VUw,2
15/12/2012,review,huPT-KNdfDmrSFNW1yYQhA,4
12/07/2011,review,8UGbKHQseX7Q1Bt02vPCww,5
13/02/2012,review,2JZqlmRzuAWuSZ6IwUHudQ,5
20/04/2010,review,MDtjJub6L_2dgkSxF1lipA,5
22/02/2012,review,Cl4HwB-TN7N3rp-bTPv58A,4
14/11/2010,review,iaJ-DFL3je6oxcutTxjzkw,4
07/03/2007,review,JDZNoAax4s1DAAbOK1JLJg,4
11/08/2012,review,bz-bfn67R8awWNI_2OYQIA,5
18/11/2012,review,N8iWLV7rcfbfD_ahNzrkeQ,3
21/06/2012,review,LahW2hidQK4L15RN9RPUPw,5
17/04/2011,review,PikrkILIWSQiT5Oyi3MZ1w,3
13/02/2011,review,u4ZlL_d-sZbs2uitBvQLUw,4
